SlowFast_0_name,SlowFast_1_name,SlowFast_0_accuracy,SlowFast_1_accuracy,Number_Of_Winning_Fusions,CosineSimilarityCombiner_accuracy,MacroMajorityVoteCombiner_accuracy,MicroMajorityVoteCombiner_accuracy,SimpleAverageCombiner_accuracy
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.899,0,0.797,0.823,0.785,0.785
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.038,0,0.797,0.165,0.038,0.038
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.494,0,0.797,0.62,0.392,0.392
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.886,0,0.797,0.823,0.785,0.785
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.759,0,0.797,0.797,0.709,0.709
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.684,0,0.797,0.734,0.595,0.595
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.671,0,0.797,0.709,0.595,0.595
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.785,0,0.797,0.722,0.658,0.658
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.861,0,0.797,0.81,0.747,0.747
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.722,0,0.797,0.785,0.671,0.671
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.62,0,0.797,0.671,0.608,0.608
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.43,0,0.797,0.519,0.43,0.43
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.696,0,0.797,0.722,0.684,0.684
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.848,0,0.797,0.81,0.747,0.747
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.405,0,0.797,0.532,0.316,0.316
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.595,0,0.797,0.658,0.57,0.57
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.81,0,0.797,0.797,0.722,0.722
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.835,0,0.797,0.797,0.722,0.722
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.772,0,0.797,0.797,0.696,0.696
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.886,0,0.797,0.823,0.772,0.772
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.544,0,0.797,0.684,0.544,0.544
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.646,0,0.797,0.722,0.646,0.646
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.772,1,0.797,0.81,0.722,0.722
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.266,0,0.797,0.772,0.266,0.266
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.899,0,0.797,0.823,0.785,0.785
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.873,0,0.797,0.81,0.772,0.772
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.152,0,0.797,0.494,0.152,0.152
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.684,0,0.797,0.722,0.608,0.608
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.823,0,0.797,0.81,0.722,0.722
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.797,1,0.797,0.823,0.684,0.684
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.797,0,0.797,0.797,0.797,0.797
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.81,1,0.797,0.823,0.709,0.709
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.873,0,0.797,0.797,0.759,0.759
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.354,0,0.797,0.658,0.342,0.342
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.747,0,0.797,0.759,0.62,0.62
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.165,0,0.797,0.722,0.165,0.165
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.937,0,0.797,0.848,0.797,0.797
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.797,0,0.797,0.747,0.684,0.684
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.797,0.823,0,0.797,0.81,0.709,0.709
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.405,0,0.797,0.43,0.316,0.316
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.671,0,0.797,0.747,0.671,0.671
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.696,0,0.797,0.772,0.696,0.696
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.911,0,0.797,0.835,0.785,0.785
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.392,0,0.797,0.747,0.291,0.291
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.899,0,0.797,0.835,0.772,0.772
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.797,0.43,0,0.797,0.772,0.342,0.342
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.797,0.684,0,0.797,0.759,0.684,0.684
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.899,0,0.81,0.886,0.81,0.81
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.038,0,0.81,0.076,0.038,0.038
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.81,0.494,0,0.81,0.62,0.468,0.468
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.886,0,0.81,0.886,0.81,0.81
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.81,0.759,1,0.81,0.835,0.709,0.709
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.81,0.684,0,0.81,0.747,0.671,0.671
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.81,0.671,0,0.81,0.734,0.658,0.658
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.81,0.785,0,0.81,0.772,0.734,0.734
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.861,1,0.81,0.873,0.785,0.785
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.722,0,0.81,0.797,0.696,0.696
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.81,0.62,0,0.81,0.633,0.608,0.608
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.81,0.43,0,0.81,0.494,0.392,0.392
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.696,0,0.81,0.696,0.671,0.671
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.848,0,0.81,0.835,0.797,0.797
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.405,0,0.81,0.532,0.367,0.367
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.81,0.595,0,0.81,0.608,0.595,0.595
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.81,1,0.81,0.835,0.747,0.747
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.81,0.835,1,0.81,0.861,0.772,0.772
SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.81,0.772,0,0.81,0.81,0.722,0.722
